# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	COG cat	eggNOG annot
Mcavernosa34769	E	Conserved hypothetical protein
Mcavernosa34776	K	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34775	K	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34773	S	NA
Mcavernosa34768	E	Conserved hypothetical protein
Mcavernosa34781	O, P	glutamate carboxypeptidase
Mcavernosa34778	O	glucuronosyltransferase
Mcavernosa34779	O	glucuronosyltransferase
Mcavernosa34780	S	NA
Mcavernosa34789	S	Inherit from NOG: Resistance protein
Mcavernosa34784	O	proprotein convertase subtilisin kexin type
Mcavernosa34790	O	cartilage intermediate layer protein
Mcavernosa34791	O	cartilage intermediate layer protein
Mcavernosa34792	O	cartilage intermediate layer protein
Mcavernosa34793	T	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa34796	G	solute carrier family 46 (folate transporter), member 1
Mcavernosa34807	Z	WD repeat domain 63
Mcavernosa34812	S	NA
Mcavernosa34809	T, Z	nischarin
Mcavernosa34811	S	Inherit from NOG: coiled-coil domain containing 30
Mcavernosa34813	S	NLR family, CARD domain containing 3
Mcavernosa34817	Q	cytochrome P450
Mcavernosa34814	T	TNF receptor-associated factor 6, E3 ubiquitin protein ligase
Mcavernosa34819	K	spermatogenesis and oogenesis specific basic helix-loop-helix 2
Mcavernosa34818	P, T	Ion transport protein
Mcavernosa34825	U	Adaptor-related protein complex
Mcavernosa34823	U	Adaptor-related protein complex
Mcavernosa34834	G	Inherit from euNOG: solute carrier family 17
Mcavernosa34842	B	Histone-lysine N-methyltransferase
Mcavernosa34844	S	NA
Mcavernosa34843	O	astacin-like metalloendopeptidase (M12 family)
Mcavernosa34841	S	EF-hand calcium binding domain 10
Mcavernosa34847	T	Inherit from KOG: protein tyrosine phosphatase receptor type
Mcavernosa34865	S	NACHT and WD repeat domain containing 1
Mcavernosa34867	K	wd repeat
Mcavernosa34866	A	NACHT and WD repeat domain containing 1
Mcavernosa34868	J	Poly(U)-specific
Mcavernosa34862	O	Inherit from KOG: TNF receptor-associated factor
Mcavernosa34876	K	bromodomain containing
Mcavernosa34870	T	patched domain containing
Mcavernosa34883	O	F-box protein 7
Mcavernosa34886	S	NA
Mcavernosa34881	O	T-complex protein 1 subunit
Mcavernosa34884	Q	Dehydrogenase
Mcavernosa34895	W	collagen, type XII, alpha 1
Mcavernosa34900	S	NA
Mcavernosa34904	S	Hydra magnipapillata
Mcavernosa34889	T	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
Mcavernosa34925	S	NA
Mcavernosa34922	O	MAM domain containing 4
Mcavernosa34929	S	NA
Mcavernosa34933	O, W	matrix metallopeptidase
Mcavernosa34934	O, W	matrix metallopeptidase
Mcavernosa34932	O, W	matrix metallopeptidase
Mcavernosa34938	G	Arylsulfatase
Mcavernosa34942	S	SPFH domain / Band 7 family
Mcavernosa34941	G	Arylsulfatase
Mcavernosa34944	E	4-hydroxyphenylpyruvate dioxygenase
Mcavernosa34946	T	Casein Kinase
Mcavernosa34940	D	serine threonine-protein kinase
Mcavernosa34947	S	Divergent AAA domain
Mcavernosa34952	S	protein Hydra magnipapillata
Mcavernosa34949	K	tHO complex
Mcavernosa34960	S	NA
Mcavernosa34965	O	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
Mcavernosa34962	I	Lipase family
Mcavernosa34969	M	Ankyrin repeat
Mcavernosa34967	M	Ankyrin Repeat Protein
Mcavernosa34968	M	Transient receptor potential cation channel subfamily A member
Mcavernosa34973	P	Transient receptor potential cation channel subfamily A member 1
Mcavernosa34971	O	Ankyrin repeat domain 54
Mcavernosa34970	O	Ankyrin Repeat Protein
Mcavernosa34983	S	NA
Mcavernosa34995	G	Inherit from euNOG: solute carrier family 17
Mcavernosa35008	S	lipopolysaccharide-induced TNF factor
Mcavernosa35009	T	erythrocyte membrane protein band 4.1-like
Mcavernosa35006	J	40s ribosomal protein s12
Mcavernosa35005	T	Gamma-aminobutyric acid (GABA) A receptor
Mcavernosa35013	Z	NA
Mcavernosa35018	T	scavenger receptor class B member
Mcavernosa35015	P	chloride channel
Mcavernosa35017	P	chloride channel
Mcavernosa35021	O	proteasome (prosome, macropain) activator subunit
Mcavernosa35026	K	Zinc finger protein 862
Mcavernosa35028	T	Low density lipoprotein receptor-related protein
Mcavernosa35035	O	Membrane-bound transcription factor peptidase, site 1
Mcavernosa35037	S	NA
Mcavernosa35036	A	wilms tumor 1 associated protein
Mcavernosa35046	L	Inherit from COG: Retrotransposon protein
Mcavernosa35045	Z	Dynein heavy chain, N-terminal region 2
Mcavernosa35043	S	PiggyBac transposable element derived 5
Mcavernosa35039	S	piggyBac transposable element derived 4
Mcavernosa35052	S	NA
Mcavernosa35056	S	NA
Mcavernosa35053	M	Kinesin light chain
Mcavernosa35054	O	Bone morphogenetic protein 1
Mcavernosa35061	S	FN3
Mcavernosa35060	S	C-type lectin domain family 16, member A
Mcavernosa35064	T	sidekick cell adhesion molecule 2
Mcavernosa35058	S	Fanconi anemia, complementation group A
Mcavernosa35062	S	FN3
Mcavernosa35067	S	NA
Mcavernosa35057	S	Fanconi anemia, complementation group A
Mcavernosa35066	S	NA
Mcavernosa35068	T	Cell adhesion molecule
Mcavernosa35069	T	Fibroblast growth factor receptor
Mcavernosa35071	T	hemicentin
Mcavernosa35070	T	Fibroblast growth factor receptor
Mcavernosa35077	K	Purine-rich element binding protein
Mcavernosa35075	Z	Kinesin family member 16B
Mcavernosa35073	S	NA
Mcavernosa35076	O	Fas associated factor family member 2
Mcavernosa35074	Z	kinesin family member 16B
Mcavernosa35072	O	Inherit from KOG: TNF receptor-associated factor
Mcavernosa28860	S	NA
Mcavernosa28863	C	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane
Mcavernosa28862	A	rRNA 2'-O-methyltransferase fibrillarin
Mcavernosa28859	S	NA
Mcavernosa28867	S	FA58C
Mcavernosa28868	T	Cell adhesion molecule
Mcavernosa28877	K	diencephalon mesencephalon homeobox 1
Mcavernosa28889	L	Inherit from KOG: transposon protein
Mcavernosa28893	O	Inherit from opiNOG: Hsp70 family
Mcavernosa28894	O	Inherit from opiNOG: Hsp70 family
Mcavernosa28897	S	NA
Mcavernosa28904	T	sidekick cell adhesion molecule 2
Mcavernosa28902	T	down syndrome cell adhesion molecule
Mcavernosa28903	T	Fibronectin type III domain
Mcavernosa28905	T	sidekick cell adhesion molecule 2
Mcavernosa28914	V	complement component 1, q subcomponent binding protein
Mcavernosa28910	S	NA
Mcavernosa28912	S	NA
Mcavernosa28911	T	protein phosphatase 1, catalytic subunit, alpha isozyme
Mcavernosa28909	W	collagen, type
Mcavernosa28907	W	collagen, type
Mcavernosa28919	S	NA
Mcavernosa28918	S	Centrosomal protein
Mcavernosa28927	L	DNA helicase
Mcavernosa28928	S	NA
Mcavernosa28934	T	protein kinase c
Mcavernosa28936	Z	DyNactin
Mcavernosa28933	Z	capping protein
Mcavernosa28935	T	protein kinase c
Mcavernosa28942	T	Melatonin receptor
Mcavernosa28950	T	May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity (By similarity)
Mcavernosa28951	S	NA
Mcavernosa28954	T	PTK7 protein tyrosine kinase 7
Mcavernosa28963	O	cylindromatosis (turban tumor syndrome)
Mcavernosa28979	U	importin
Mcavernosa28973	S	NA
Mcavernosa28975	S	NA
Mcavernosa28977	S	NA
Mcavernosa28985	P	solute carrier family 12
Mcavernosa28987	I	stimulated by retinoic acid 6 homolog (mouse)
Mcavernosa28981	E	cysteine desulfurase
Mcavernosa28983	P	solute carrier family 12
Mcavernosa28984	P	solute carrier family 12
Mcavernosa28992	U	Pituitary tumor-transforming 1 interacting protein
Mcavernosa28998	Q	Solute carrier organic anion transporter family member
Mcavernosa29000	T	Fibroblast growth factor receptor
Mcavernosa28999	T	Maternal embryonic leucine zipper kinase
Mcavernosa29004	T	Carboxylesterase
Mcavernosa29011	T	Carboxylesterase
Mcavernosa29010	T	Carboxylesterase
Mcavernosa29003	T	ACEtylcholinesterase
Mcavernosa29014	A	Helicase with zinc finger
Mcavernosa29012	B	histone h2a
Mcavernosa29019	D, O	Unc-45 homolog
Mcavernosa29016	B	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member
Mcavernosa29017	L	polymerase (DNA-directed), delta 3, accessory subunit
Mcavernosa29015	F	deaminase
Mcavernosa29022	O	tetratricopeptide repeat domain 28
Mcavernosa29026	T	Dynamin family
Mcavernosa29035	B	Histone H1
Mcavernosa29032	K	de-etiolated homolog 1 (Arabidopsis)
Mcavernosa29031	P	Cation channel, sperm associated 2
Mcavernosa29034	K	de-etiolated homolog 1 (Arabidopsis)
Mcavernosa29033	K	de-etiolated homolog 1 (Arabidopsis)
Mcavernosa29037	T	Inherit from KOG: kelch-like
Mcavernosa29038	T	influenza virus NS1A binding protein
Mcavernosa29041	S	NA
Mcavernosa29043	S	NA
Mcavernosa29052	I	sterol carrier protein
Mcavernosa29051	I	sterol carrier protein
Mcavernosa29049	S	NA
Mcavernosa29054	G	phosphoglycerate mutase
Mcavernosa29055	S	Bacterial protein of unknown function (DUF924)
Mcavernosa29064	S	NA
Mcavernosa29071	A	Helicase with zinc finger
Mcavernosa29076	P	Carbonic AnHydrase
Mcavernosa29074	S	NA
Mcavernosa29073	S	NA
Mcavernosa29077	U	sec1 family domain containing 2
Mcavernosa29080	J	Elongation factor
Mcavernosa29083	Q	williams Beuren syndrome chromosome region
Mcavernosa29089	S	tetratricopeptide repeat domain 24
Mcavernosa29085	T	protein Hydra magnipapillata
Mcavernosa29084	Q	williams Beuren syndrome chromosome region
Mcavernosa29088	U	signal sequence receptor, beta (translocon-associated protein beta)
Mcavernosa29091	S	guanine nucleotide binding protein (G protein), beta 5
Mcavernosa29093	S	NA
Mcavernosa29090	S	NA
Mcavernosa29095	O	Ankyrin Repeat Protein
Mcavernosa29096	T	G2F domain
Mcavernosa29097	Q	Dehydrogenase reductase SDR family member
Mcavernosa29099	L	Zinc finger, NFX1-type containing 1
Mcavernosa29100	L	Zinc finger, NFX1-type containing 1
Mcavernosa29104	S	NA
Mcavernosa29108	S	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa29111	T	TNF receptor-associated factor
Mcavernosa29113	O	ring finger and CHY zinc finger
Mcavernosa29115	S	WD40
Mcavernosa29118	T	Immunoglobulin domain
Mcavernosa29121	T	Calcium-binding EGF domain
Mcavernosa29122	S	NA
Mcavernosa29130	S	NA
Mcavernosa29131	S	ZnF_C2H2
Mcavernosa29135	T	Cadherin-related 23
Mcavernosa29137	T	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa29142	M	Sorting and assembly machinery component 50
Mcavernosa29139	T, V	Sushi domain (SCR repeat)
Mcavernosa29141	M	Sorting and assembly machinery component 50
Mcavernosa29145	C	mitochondrial carrier
Mcavernosa29147	O	tripartite motif containing 71, E3 ubiquitin protein ligase
Mcavernosa29144	S	NA
Mcavernosa29148	L	DNA helicase
Mcavernosa29153	U	guanine nucleotide exchange factor
Mcavernosa29151	T	Thrombospondin type 1 domain
Mcavernosa29152	O	Thrombospondin type 1 domain
Mcavernosa29157	S	NA
Mcavernosa29161	S	FA58C
Mcavernosa29169	I	Hermansky-Pudlak syndrome 5
Mcavernosa29170	I	Hermansky-Pudlak syndrome 5
Mcavernosa29168	S	angiopoietin-related protein 1-like
Mcavernosa29185	T	TNF receptor-associated factor
Mcavernosa29188	T	TNF receptor-associated factor
Mcavernosa29189	T	TNF receptor-associated factor
Mcavernosa29186	T	TNF receptor-associated factor
Mcavernosa29195	S	NA
Mcavernosa29194	S	NA
Mcavernosa29201	P	Solute carrier family 26 member 11
Mcavernosa29200	I	SEC14-like 1 (S. cerevisiae)
Mcavernosa29202	S	NA
Mcavernosa29213	G	NIPA-like domain containing
Mcavernosa29212	G	NIPA-like domain containing
Mcavernosa29210	T	TNF receptor-associated factor
Mcavernosa29211	T	TNF receptor-associated factor
Mcavernosa29218	V	BPI fold containing family B, member
Mcavernosa29222	F	adenylate kinase 8
Mcavernosa29220	S	Ankyrin repeat domain 39
Mcavernosa29223	K	RD RNA binding protein
Mcavernosa29236	S	NA
Mcavernosa29234	S	NA
Mcavernosa29229	D	Guanylate binding protein
Mcavernosa29230	O, T	Guanylate binding protein
Mcavernosa29242	W	collagen, type
Mcavernosa29244	P	Calcium channel, voltage-dependent
Mcavernosa29241	W	collagen, type VIII, alpha
Mcavernosa29238	S	NA
Mcavernosa29254	Z	Inherit from KOG: heavy chain
Mcavernosa29259	T	molecule
Mcavernosa29260	T	immunoglobulin superfamily member
Mcavernosa29256	L	to conserved
Mcavernosa29258	T	Calcium-binding EGF domain
Mcavernosa29253	Z	Inherit from KOG: heavy chain
Mcavernosa29252	G	Solute carrier family 35 (UDP-glucuronic acid UDP-N-acetylgalactosamine dual transporter), member D1
Mcavernosa29261	T	PTK7 protein tyrosine kinase 7
Mcavernosa29270	S	HAUS augmin-like complex subunit 3
Mcavernosa29273	W	collagen, type
Mcavernosa29265	L	DNA helicase which participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes. The SWR1 complex mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. The INO80 complex remodels chromatin by shifting nucleosomes and is involved in DNA repair. Also involved in pre-rRNA processing (By similarity)
Mcavernosa29269	S	cysteine and histidine-rich domain (CHORD) containing 1
Mcavernosa29267	S	NA
Mcavernosa29268	S	NA
Mcavernosa29280	T	Growth factor receptor
Mcavernosa29279	S	Cytochrome c oxidase biogenesis protein Cmc1 like
Mcavernosa29283	T	Fibroblast growth factor receptor
Mcavernosa29285	P, Q	NADPH oxidase 4
Mcavernosa29286	O	von Hippel-Lindau
Mcavernosa29294	S	NA
Mcavernosa29299	O	mindbomb E3 ubiquitin protein ligase 1
Mcavernosa29293	S	NA
Mcavernosa29295	S	NA
Mcavernosa29297	O	Ataxin 3
Mcavernosa29298	O	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase
Mcavernosa29292	S	NA
Mcavernosa29307	K	to reverse transcriptase
Mcavernosa29313	O	N-deacetylase N-sulfotransferase (Heparan glucosaminyl)
Mcavernosa29329	G	N-acylsphingosine amidohydrolase (acid ceramidase) 1
Mcavernosa29334	S	NA
Mcavernosa29336	Z	Filamin C, gamma
Mcavernosa29349	E, O	aminopeptidase
Mcavernosa29351	E, O	aminopeptidase
Mcavernosa29347	U	ANX
Mcavernosa29354	S	NA
Mcavernosa29364	S	NA
Mcavernosa29370	F	aldehyde oxidase
Mcavernosa29373	T	immunoglobulin superfamily DCC subclass member 3
Mcavernosa29372	S	Hydra magnipapillata
Mcavernosa29375	F	aldehyde oxidase
Mcavernosa29377	E	Alanine-glyoxylate aminotransferase
Mcavernosa29381	S	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa29394	S	Bacterial protein of unknown function (DUF885)
Mcavernosa29392	S	Neuronal pentraxin
Mcavernosa29386	S	Chromosome 14 open reading frame 159
Mcavernosa29396	E	suppression of tumorigenicity 14 (colon carcinoma
Mcavernosa29395	S	Bacterial protein of unknown function (DUF885)
Mcavernosa29393	S	Bacterial protein of unknown function (DUF885)
Mcavernosa29397	G	Arylsulfatase
Mcavernosa29405	T	kelch-like
Mcavernosa29398	P, T	Arylsulfatase
Mcavernosa29401	S	protein Hydra magnipapillata
Mcavernosa29408	S	NA
Mcavernosa29407	D	Inherit from opiNOG: Conserved hypothetical protein
Mcavernosa29414	S	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa29412	S	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa29417	Z	dynein, axonemal, heavy chain 10
Mcavernosa29418	Z	dynein, axonemal, heavy chain 10
Mcavernosa29416	S	Ankyrin repeat domain 39
Mcavernosa29422	B	HMG box domain containing 3
Mcavernosa29420	Q	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa29423	T	Inherit from opiNOG: to reverse transcriptase
Mcavernosa29427	O	Protein disulfide isomerase
Mcavernosa29424	J	Ribosome biogenesis protein
Mcavernosa29435	S	NA
Mcavernosa29436	S	NA
Mcavernosa29431	S	NA
Mcavernosa33870	U	Golgi reassembly stacking protein
Mcavernosa33878	E	FAD dependent oxidoreductase
Mcavernosa33874	S	NA
Mcavernosa33881	E	FAD dependent oxidoreductase
Mcavernosa33884	K	MYB binding protein (P160) 1a
Mcavernosa33890	C	Electron transfer flavoprotein
Mcavernosa33902	K	Zinc finger protein 846
Mcavernosa33903	S	coiled-coil domain containing 160
Mcavernosa33904	S	Sushi-repeat containing protein, X-linked
Mcavernosa33910	Q	cytochrome P450
Mcavernosa33912	S	NA
Mcavernosa33914	S	protein Hydra magnipapillata
Mcavernosa33913	S	NA
Mcavernosa33916	Q	Polyamine oxidase
Mcavernosa33915	Q	Polyamine oxidase
Mcavernosa33918	P	solute carrier family 15
Mcavernosa33917	T	Low density lipoprotein receptor-related protein
Mcavernosa33924	T	X-ray radiation resistance associated 1
Mcavernosa33925	O	glutathione peroxidase
Mcavernosa33927	S	NA
Mcavernosa33919	Z	NA
Mcavernosa33926	S	NA
Mcavernosa33928	T	centrosomal protein 104kDa
Mcavernosa33929	T	centrosomal protein 104kDa
Mcavernosa33923	T	X-ray radiation resistance associated 1
Mcavernosa33920	T	protein kinase-like protein SgK196-like
Mcavernosa33934	C	isocitrate dehydrogenase nadp
Mcavernosa33935	S	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Mcavernosa33940	S	Spastic paraplegia 21 (Autosomal recessive, Mast syndrome)
Mcavernosa33937	S	FA58C
Mcavernosa33943	T	kelch-like
Mcavernosa33950	S	coiled-coil and C2 domain containing
Mcavernosa33945	S	Pao retrotransposon peptidase 
Mcavernosa33946	L	Inherit from KOG: Retrotransposon protein
Mcavernosa33951	T	kiaa0196
Mcavernosa33952	G	solute carrier family 16, member
Mcavernosa33956	S	Nucleolar protein 9
Mcavernosa33957	T	Signal peptide, CUB domain, EGF-like
Mcavernosa33963	G	solute carrier family 22
